"ContentType","Id","Name","Rarity","Slot","ArtKey","Status","AssetPath","Source","Cell"
"Item","SET_BLACK_BASTION_MAGE_FROST_HEAD","Шлем «Покров Безмолвного Инея»","Epic","Head","set_black_bastion_mage_frost_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_head.webp","item set/Черный бастион/Покров Безмолвного Инея.png","0 (4x2)"
"Item","SET_BLACK_BASTION_MAGE_FROST_LEGS","Поножи «Покров Безмолвного Инея»","Epic","Legs","set_black_bastion_mage_frost_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_legs.webp","item set/Черный бастион/Покров Безмолвного Инея.png","6 (4x2)"
"Item","SET_BLACK_BASTION_MAGE_FROST_SHOULDERS","Наплечники «Покров Безмолвного Инея»","Epic","Shoulders","set_black_bastion_mage_frost_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_shoulders.webp","item set/Черный бастион/Покров Безмолвного Инея.png","1 (4x2)"
"Item","SET_BLACK_BASTION_MAGE_FROST_WAIST","Пояс «Покров Безмолвного Инея»","Epic","Waist","set_black_bastion_mage_frost_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_waist.webp","item set/Черный бастион/Покров Безмолвного Инея.png","5 (4x2)"
"Item","SET_BLACK_BASTION_MAGE_FROST_WRIST","Наручи «Покров Безмолвного Инея»","Epic","Wrist","set_black_bastion_mage_frost_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_wrist.webp","item set/Черный бастион/Покров Безмолвного Инея.png","3 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_CHEST","Нагрудник «Регалии Последнего Рассвета»","Epic","Chest","set_black_bastion_paladin_holy_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_chest.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","2 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_FEET","Сапоги «Регалии Последнего Рассвета»","Epic","Feet","set_black_bastion_paladin_holy_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_feet.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","7 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_HANDS","Рукавицы «Регалии Последнего Рассвета»","Epic","Hands","set_black_bastion_paladin_holy_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_hands.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","4 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_HEAD","Шлем «Регалии Последнего Рассвета»","Epic","Head","set_black_bastion_paladin_holy_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_head.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","0 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_LEGS","Поножи «Регалии Последнего Рассвета»","Epic","Legs","set_black_bastion_paladin_holy_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_legs.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","6 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_SHOULDERS","Наплечники «Регалии Последнего Рассвета»","Epic","Shoulders","set_black_bastion_paladin_holy_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_shoulders.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","1 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_WAIST","Пояс «Регалии Последнего Рассвета»","Epic","Waist","set_black_bastion_paladin_holy_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_waist.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","5 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_WRIST","Наручи «Регалии Последнего Рассвета»","Epic","Wrist","set_black_bastion_paladin_holy_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_wrist.webp","item set/Черный бастион/Регалии Последнего Рассвета.png","3 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_CHEST","Нагрудник «Оплот Первого Стража»","Epic","Chest","set_black_bastion_paladin_protection_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_chest.webp","item set/Черный бастион/Оплот Первого Стража.png","2 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_FEET","Сапоги «Оплот Первого Стража»","Epic","Feet","set_black_bastion_paladin_protection_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_feet.webp","item set/Черный бастион/Оплот Первого Стража.png","7 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_HANDS","Рукавицы «Оплот Первого Стража»","Epic","Hands","set_black_bastion_paladin_protection_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_hands.webp","item set/Черный бастион/Оплот Первого Стража.png","4 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_HEAD","Шлем «Оплот Первого Стража»","Epic","Head","set_black_bastion_paladin_protection_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_head.webp","item set/Черный бастион/Оплот Первого Стража.png","0 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_LEGS","Поножи «Оплот Первого Стража»","Epic","Legs","set_black_bastion_paladin_protection_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_legs.webp","item set/Черный бастион/Оплот Первого Стража.png","6 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_SHOULDERS","Наплечники «Оплот Первого Стража»","Epic","Shoulders","set_black_bastion_paladin_protection_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_shoulders.webp","item set/Черный бастион/Оплот Первого Стража.png","1 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_WAIST","Пояс «Оплот Первого Стража»","Epic","Waist","set_black_bastion_paladin_protection_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_waist.webp","item set/Черный бастион/Оплот Первого Стража.png","5 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_WRIST","Наручи «Оплот Первого Стража»","Epic","Wrist","set_black_bastion_paladin_protection_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_wrist.webp","item set/Черный бастион/Оплот Первого Стража.png","3 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_CHEST","Нагрудник «Латы Последнего Суда»","Epic","Chest","set_black_bastion_paladin_retribution_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_chest.webp","item set/Черный бастион/Латы Последнего Суда.png","2 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_FEET","Сапоги «Латы Последнего Суда»","Epic","Feet","set_black_bastion_paladin_retribution_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_feet.webp","item set/Черный бастион/Латы Последнего Суда.png","7 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_HANDS","Рукавицы «Латы Последнего Суда»","Epic","Hands","set_black_bastion_paladin_retribution_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_hands.webp","item set/Черный бастион/Латы Последнего Суда.png","4 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_HEAD","Шлем «Латы Последнего Суда»","Epic","Head","set_black_bastion_paladin_retribution_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_head.webp","item set/Черный бастион/Латы Последнего Суда.png","0 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_LEGS","Поножи «Латы Последнего Суда»","Epic","Legs","set_black_bastion_paladin_retribution_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_legs.webp","item set/Черный бастион/Латы Последнего Суда.png","6 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_SHOULDERS","Наплечники «Латы Последнего Суда»","Epic","Shoulders","set_black_bastion_paladin_retribution_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_shoulders.webp","item set/Черный бастион/Латы Последнего Суда.png","1 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_WAIST","Пояс «Латы Последнего Суда»","Epic","Waist","set_black_bastion_paladin_retribution_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_waist.webp","item set/Черный бастион/Латы Последнего Суда.png","5 (4x2)"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_WRIST","Наручи «Латы Последнего Суда»","Epic","Wrist","set_black_bastion_paladin_retribution_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_wrist.webp","item set/Черный бастион/Латы Последнего Суда.png","3 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_CHEST","Нагрудник «Наследие Багрового Крушителя»","Epic","Chest","set_black_bastion_warrior_berserker_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_chest.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","2 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_FEET","Сапоги «Наследие Багрового Крушителя»","Epic","Feet","set_black_bastion_warrior_berserker_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_feet.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","7 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_HANDS","Рукавицы «Наследие Багрового Крушителя»","Epic","Hands","set_black_bastion_warrior_berserker_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_hands.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","4 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_HEAD","Шлем «Наследие Багрового Крушителя»","Epic","Head","set_black_bastion_warrior_berserker_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_head.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","0 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_LEGS","Поножи «Наследие Багрового Крушителя»","Epic","Legs","set_black_bastion_warrior_berserker_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_legs.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","6 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_SHOULDERS","Наплечники «Наследие Багрового Крушителя»","Epic","Shoulders","set_black_bastion_warrior_berserker_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_shoulders.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","1 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_WAIST","Пояс «Наследие Багрового Крушителя»","Epic","Waist","set_black_bastion_warrior_berserker_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_waist.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","5 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_WRIST","Наручи «Наследие Багрового Крушителя»","Epic","Wrist","set_black_bastion_warrior_berserker_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_wrist.webp","item set/Черный бастион/Наследие Багрового Крушителя.png","3 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_CHEST","Нагрудник «Доспехи Чёрного Бастиона»","Epic","Chest","set_black_bastion_warrior_guardian_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_chest.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","2 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_FEET","Сапоги «Доспехи Чёрного Бастиона»","Epic","Feet","set_black_bastion_warrior_guardian_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_feet.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","7 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_HANDS","Рукавицы «Доспехи Чёрного Бастиона»","Epic","Hands","set_black_bastion_warrior_guardian_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_hands.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","4 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_HEAD","Шлем «Доспехи Чёрного Бастиона»","Epic","Head","set_black_bastion_warrior_guardian_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_head.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","0 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_LEGS","Поножи «Доспехи Чёрного Бастиона»","Epic","Legs","set_black_bastion_warrior_guardian_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_legs.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","6 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_SHOULDERS","Наплечники «Доспехи Чёрного Бастиона»","Epic","Shoulders","set_black_bastion_warrior_guardian_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_shoulders.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","1 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_WAIST","Пояс «Доспехи Чёрного Бастиона»","Epic","Waist","set_black_bastion_warrior_guardian_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_waist.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","5 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_WRIST","Наручи «Доспехи Чёрного Бастиона»","Epic","Wrist","set_black_bastion_warrior_guardian_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_wrist.webp","item set/Черный бастион/Доспехи Чёрного Бастиона.png","3 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_CHEST","Нагрудник «Регалии Пепельного Маршала»","Epic","Chest","set_black_bastion_warrior_warlord_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_chest.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","2 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_FEET","Сапоги «Регалии Пепельного Маршала»","Epic","Feet","set_black_bastion_warrior_warlord_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_feet.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","7 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_HANDS","Рукавицы «Регалии Пепельного Маршала»","Epic","Hands","set_black_bastion_warrior_warlord_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_hands.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","4 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_HEAD","Шлем «Регалии Пепельного Маршала»","Epic","Head","set_black_bastion_warrior_warlord_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_head.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","0 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_LEGS","Поножи «Регалии Пепельного Маршала»","Epic","Legs","set_black_bastion_warrior_warlord_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_legs.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","6 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_SHOULDERS","Наплечники «Регалии Пепельного Маршала»","Epic","Shoulders","set_black_bastion_warrior_warlord_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_shoulders.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","1 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_WAIST","Пояс «Регалии Пепельного Маршала»","Epic","Waist","set_black_bastion_warrior_warlord_waist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_waist.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","5 (4x2)"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_WRIST","Наручи «Регалии Пепельного Маршала»","Epic","Wrist","set_black_bastion_warrior_warlord_wrist","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_wrist.webp","item set/Черный бастион/Регалии Пепельного Маршала.png","3 (4x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_CHEST","Нагрудник «Шкуры Вожака Чащи»","Epic","Chest","set_heart_of_blighted_grove_archer_beast_mastery_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_chest.webp","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","2 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_FEET","Сапоги «Шкуры Вожака Чащи»","Epic","Feet","set_heart_of_blighted_grove_archer_beast_mastery_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_feet.webp","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","5 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_HANDS","Рукавицы «Шкуры Вожака Чащи»","Epic","Hands","set_heart_of_blighted_grove_archer_beast_mastery_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_hands.webp","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","3 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_HEAD","Шлем «Шкуры Вожака Чащи»","Epic","Head","set_heart_of_blighted_grove_archer_beast_mastery_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_head.webp","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","0 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_LEGS","Поножи «Шкуры Вожака Чащи»","Epic","Legs","set_heart_of_blighted_grove_archer_beast_mastery_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_legs.webp","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","4 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_SHOULDERS","Наплечники «Шкуры Вожака Чащи»","Epic","Shoulders","set_heart_of_blighted_grove_archer_beast_mastery_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_shoulders.webp","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","1 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_CHEST","Нагрудник «Клятва Дикого Следа»","Epic","Chest","set_heart_of_blighted_grove_archer_marksmanship_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_chest.webp","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","2 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_FEET","Сапоги «Клятва Дикого Следа»","Epic","Feet","set_heart_of_blighted_grove_archer_marksmanship_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_feet.webp","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","5 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_HANDS","Рукавицы «Клятва Дикого Следа»","Epic","Hands","set_heart_of_blighted_grove_archer_marksmanship_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_hands.webp","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","3 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_HEAD","Шлем «Клятва Дикого Следа»","Epic","Head","set_heart_of_blighted_grove_archer_marksmanship_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_head.webp","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","0 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_LEGS","Поножи «Клятва Дикого Следа»","Epic","Legs","set_heart_of_blighted_grove_archer_marksmanship_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_legs.webp","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","4 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_SHOULDERS","Наплечники «Клятва Дикого Следа»","Epic","Shoulders","set_heart_of_blighted_grove_archer_marksmanship_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_shoulders.webp","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","1 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_CHEST","Нагрудник «Шкуры Ядовитого Следа»","Epic","Chest","set_heart_of_blighted_grove_archer_survival_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_chest.webp","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","2 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_FEET","Сапоги «Шкуры Ядовитого Следа»","Epic","Feet","set_heart_of_blighted_grove_archer_survival_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_feet.webp","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","5 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_HANDS","Рукавицы «Шкуры Ядовитого Следа»","Epic","Hands","set_heart_of_blighted_grove_archer_survival_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_hands.webp","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","3 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_HEAD","Шлем «Шкуры Ядовитого Следа»","Epic","Head","set_heart_of_blighted_grove_archer_survival_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_head.webp","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","0 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_LEGS","Поножи «Шкуры Ядовитого Следа»","Epic","Legs","set_heart_of_blighted_grove_archer_survival_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_legs.webp","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","4 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_SHOULDERS","Наплечники «Шкуры Ядовитого Следа»","Epic","Shoulders","set_heart_of_blighted_grove_archer_survival_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_shoulders.webp","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","1 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_CHEST","Нагрудник «Ризы Корневого Резонанса»","Epic","Chest","set_heart_of_blighted_grove_mage_arcane_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_chest.webp","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","2 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_FEET","Сапоги «Ризы Корневого Резонанса»","Epic","Feet","set_heart_of_blighted_grove_mage_arcane_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_feet.webp","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","5 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_HANDS","Рукавицы «Ризы Корневого Резонанса»","Epic","Hands","set_heart_of_blighted_grove_mage_arcane_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_hands.webp","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","3 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_HEAD","Шлем «Ризы Корневого Резонанса»","Epic","Head","set_heart_of_blighted_grove_mage_arcane_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_head.webp","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","0 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_LEGS","Поножи «Ризы Корневого Резонанса»","Epic","Legs","set_heart_of_blighted_grove_mage_arcane_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_legs.webp","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","4 (3x2)"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_SHOULDERS","Наплечники «Ризы Корневого Резонанса»","Epic","Shoulders","set_heart_of_blighted_grove_mage_arcane_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_shoulders.webp","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","1 (3x2)"
