"ContentType","Id","ArtKey","Source","Cell","Output"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_SHOULDERS","set_black_bastion_warrior_berserker_shoulders","item set/Черный бастион/Наследие Багрового Крушителя.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_shoulders.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_WAIST","set_black_bastion_warrior_berserker_waist","item set/Черный бастион/Наследие Багрового Крушителя.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_waist.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_WRIST","set_black_bastion_warrior_berserker_wrist","item set/Черный бастион/Наследие Багрового Крушителя.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_wrist.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_CHEST","set_black_bastion_warrior_guardian_chest","item set/Черный бастион/Доспехи Чёрного Бастиона.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_chest.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_FEET","set_black_bastion_warrior_guardian_feet","item set/Черный бастион/Доспехи Чёрного Бастиона.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_feet.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_HANDS","set_black_bastion_warrior_guardian_hands","item set/Черный бастион/Доспехи Чёрного Бастиона.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_hands.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_HEAD","set_black_bastion_warrior_guardian_head","item set/Черный бастион/Доспехи Чёрного Бастиона.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_head.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_LEGS","set_black_bastion_warrior_guardian_legs","item set/Черный бастион/Доспехи Чёрного Бастиона.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_legs.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_SHOULDERS","set_black_bastion_warrior_guardian_shoulders","item set/Черный бастион/Доспехи Чёрного Бастиона.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_shoulders.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_WAIST","set_black_bastion_warrior_guardian_waist","item set/Черный бастион/Доспехи Чёрного Бастиона.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_waist.webp"
"Item","SET_BLACK_BASTION_WARRIOR_GUARDIAN_WRIST","set_black_bastion_warrior_guardian_wrist","item set/Черный бастион/Доспехи Чёрного Бастиона.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_guardian_wrist.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_CHEST","set_black_bastion_warrior_warlord_chest","item set/Черный бастион/Регалии Пепельного Маршала.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_chest.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_FEET","set_black_bastion_warrior_warlord_feet","item set/Черный бастион/Регалии Пепельного Маршала.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_feet.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_HANDS","set_black_bastion_warrior_warlord_hands","item set/Черный бастион/Регалии Пепельного Маршала.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_hands.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_HEAD","set_black_bastion_warrior_warlord_head","item set/Черный бастион/Регалии Пепельного Маршала.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_head.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_LEGS","set_black_bastion_warrior_warlord_legs","item set/Черный бастион/Регалии Пепельного Маршала.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_legs.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_SHOULDERS","set_black_bastion_warrior_warlord_shoulders","item set/Черный бастион/Регалии Пепельного Маршала.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_shoulders.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_WAIST","set_black_bastion_warrior_warlord_waist","item set/Черный бастион/Регалии Пепельного Маршала.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_waist.webp"
"Item","SET_BLACK_BASTION_WARRIOR_WARLORD_WRIST","set_black_bastion_warrior_warlord_wrist","item set/Черный бастион/Регалии Пепельного Маршала.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_warlord_wrist.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_CHEST","set_heart_of_blighted_grove_archer_beast_mastery_chest","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_FEET","set_heart_of_blighted_grove_archer_beast_mastery_feet","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_HANDS","set_heart_of_blighted_grove_archer_beast_mastery_hands","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_HEAD","set_heart_of_blighted_grove_archer_beast_mastery_head","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_LEGS","set_heart_of_blighted_grove_archer_beast_mastery_legs","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_BEAST_MASTERY_SHOULDERS","set_heart_of_blighted_grove_archer_beast_mastery_shoulders","item set/Сердце Осквернённой Чащи/Шкуры Вожака Чащи.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_beast_mastery_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_CHEST","set_heart_of_blighted_grove_archer_marksmanship_chest","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_FEET","set_heart_of_blighted_grove_archer_marksmanship_feet","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_HANDS","set_heart_of_blighted_grove_archer_marksmanship_hands","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_HEAD","set_heart_of_blighted_grove_archer_marksmanship_head","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_LEGS","set_heart_of_blighted_grove_archer_marksmanship_legs","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_MARKSMANSHIP_SHOULDERS","set_heart_of_blighted_grove_archer_marksmanship_shoulders","item set/Сердце Осквернённой Чащи/Клятва Дикого Следа.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_marksmanship_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_CHEST","set_heart_of_blighted_grove_archer_survival_chest","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_FEET","set_heart_of_blighted_grove_archer_survival_feet","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_HANDS","set_heart_of_blighted_grove_archer_survival_hands","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_HEAD","set_heart_of_blighted_grove_archer_survival_head","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_LEGS","set_heart_of_blighted_grove_archer_survival_legs","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_ARCHER_SURVIVAL_SHOULDERS","set_heart_of_blighted_grove_archer_survival_shoulders","item set/Сердце Осквернённой Чащи/Шкуры Ядовитого Следа.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_archer_survival_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_CHEST","set_heart_of_blighted_grove_mage_arcane_chest","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_FEET","set_heart_of_blighted_grove_mage_arcane_feet","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_HANDS","set_heart_of_blighted_grove_mage_arcane_hands","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_HEAD","set_heart_of_blighted_grove_mage_arcane_head","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_LEGS","set_heart_of_blighted_grove_mage_arcane_legs","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_ARCANE_SHOULDERS","set_heart_of_blighted_grove_mage_arcane_shoulders","item set/Сердце Осквернённой Чащи/Ризы Корневого Резонанса.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_arcane_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FIRE_CHEST","set_heart_of_blighted_grove_mage_fire_chest","item set/Сердце Осквернённой Чащи/Венец Пылающей Чащи.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_fire_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FIRE_FEET","set_heart_of_blighted_grove_mage_fire_feet","item set/Сердце Осквернённой Чащи/Венец Пылающей Чащи.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_fire_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FIRE_HANDS","set_heart_of_blighted_grove_mage_fire_hands","item set/Сердце Осквернённой Чащи/Венец Пылающей Чащи.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_fire_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FIRE_HEAD","set_heart_of_blighted_grove_mage_fire_head","item set/Сердце Осквернённой Чащи/Венец Пылающей Чащи.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_fire_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FIRE_LEGS","set_heart_of_blighted_grove_mage_fire_legs","item set/Сердце Осквернённой Чащи/Венец Пылающей Чащи.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_fire_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FIRE_SHOULDERS","set_heart_of_blighted_grove_mage_fire_shoulders","item set/Сердце Осквернённой Чащи/Венец Пылающей Чащи.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_fire_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FROST_CHEST","set_heart_of_blighted_grove_mage_frost_chest","item set/Сердце Осквернённой Чащи/Покров Белого Корня.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_frost_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FROST_FEET","set_heart_of_blighted_grove_mage_frost_feet","item set/Сердце Осквернённой Чащи/Покров Белого Корня.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_frost_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FROST_HANDS","set_heart_of_blighted_grove_mage_frost_hands","item set/Сердце Осквернённой Чащи/Покров Белого Корня.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_frost_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FROST_HEAD","set_heart_of_blighted_grove_mage_frost_head","item set/Сердце Осквернённой Чащи/Покров Белого Корня.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_frost_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FROST_LEGS","set_heart_of_blighted_grove_mage_frost_legs","item set/Сердце Осквернённой Чащи/Покров Белого Корня.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_frost_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_MAGE_FROST_SHOULDERS","set_heart_of_blighted_grove_mage_frost_shoulders","item set/Сердце Осквернённой Чащи/Покров Белого Корня.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_mage_frost_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_HOLY_CHEST","set_heart_of_blighted_grove_paladin_holy_chest","item set/Сердце Осквернённой Чащи/Доспех Рассвета Чащи.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_holy_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_HOLY_FEET","set_heart_of_blighted_grove_paladin_holy_feet","item set/Сердце Осквернённой Чащи/Доспех Рассвета Чащи.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_holy_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_HOLY_HANDS","set_heart_of_blighted_grove_paladin_holy_hands","item set/Сердце Осквернённой Чащи/Доспех Рассвета Чащи.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_holy_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_HOLY_HEAD","set_heart_of_blighted_grove_paladin_holy_head","item set/Сердце Осквернённой Чащи/Доспех Рассвета Чащи.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_holy_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_HOLY_LEGS","set_heart_of_blighted_grove_paladin_holy_legs","item set/Сердце Осквернённой Чащи/Доспех Рассвета Чащи.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_holy_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_HOLY_SHOULDERS","set_heart_of_blighted_grove_paladin_holy_shoulders","item set/Сердце Осквернённой Чащи/Доспех Рассвета Чащи.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_holy_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_PROTECTION_CHEST","set_heart_of_blighted_grove_paladin_protection_chest","item set/Сердце Осквернённой Чащи/Оплот Живого Сердца.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_protection_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_PROTECTION_FEET","set_heart_of_blighted_grove_paladin_protection_feet","item set/Сердце Осквернённой Чащи/Оплот Живого Сердца.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_protection_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_PROTECTION_HANDS","set_heart_of_blighted_grove_paladin_protection_hands","item set/Сердце Осквернённой Чащи/Оплот Живого Сердца.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_protection_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_PROTECTION_HEAD","set_heart_of_blighted_grove_paladin_protection_head","item set/Сердце Осквернённой Чащи/Оплот Живого Сердца.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_protection_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_PROTECTION_LEGS","set_heart_of_blighted_grove_paladin_protection_legs","item set/Сердце Осквернённой Чащи/Оплот Живого Сердца.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_protection_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_PROTECTION_SHOULDERS","set_heart_of_blighted_grove_paladin_protection_shoulders","item set/Сердце Осквернённой Чащи/Оплот Живого Сердца.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_protection_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_RETRIBUTION_CHEST","set_heart_of_blighted_grove_paladin_retribution_chest","item set/Сердце Осквернённой Чащи/Латы Очищающего Пламени.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_retribution_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_RETRIBUTION_FEET","set_heart_of_blighted_grove_paladin_retribution_feet","item set/Сердце Осквернённой Чащи/Латы Очищающего Пламени.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_retribution_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_RETRIBUTION_HANDS","set_heart_of_blighted_grove_paladin_retribution_hands","item set/Сердце Осквернённой Чащи/Латы Очищающего Пламени.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_retribution_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_RETRIBUTION_HEAD","set_heart_of_blighted_grove_paladin_retribution_head","item set/Сердце Осквернённой Чащи/Латы Очищающего Пламени.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_retribution_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_RETRIBUTION_LEGS","set_heart_of_blighted_grove_paladin_retribution_legs","item set/Сердце Осквернённой Чащи/Латы Очищающего Пламени.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_retribution_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_PALADIN_RETRIBUTION_SHOULDERS","set_heart_of_blighted_grove_paladin_retribution_shoulders","item set/Сердце Осквернённой Чащи/Латы Очищающего Пламени.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_paladin_retribution_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_BERSERKER_CHEST","set_heart_of_blighted_grove_warrior_berserker_chest","item set/Сердце Осквернённой Чащи/Клятва Багровой Ярости.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_berserker_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_BERSERKER_FEET","set_heart_of_blighted_grove_warrior_berserker_feet","item set/Сердце Осквернённой Чащи/Клятва Багровой Ярости.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_berserker_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_BERSERKER_HANDS","set_heart_of_blighted_grove_warrior_berserker_hands","item set/Сердце Осквернённой Чащи/Клятва Багровой Ярости.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_berserker_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_BERSERKER_HEAD","set_heart_of_blighted_grove_warrior_berserker_head","item set/Сердце Осквернённой Чащи/Клятва Багровой Ярости.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_berserker_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_BERSERKER_LEGS","set_heart_of_blighted_grove_warrior_berserker_legs","item set/Сердце Осквернённой Чащи/Клятва Багровой Ярости.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_berserker_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_BERSERKER_SHOULDERS","set_heart_of_blighted_grove_warrior_berserker_shoulders","item set/Сердце Осквернённой Чащи/Клятва Багровой Ярости.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_berserker_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_GUARDIAN_CHEST","set_heart_of_blighted_grove_warrior_guardian_chest","item set/Сердце Осквернённой Чащи/Доспех Хранителя Сердца.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_guardian_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_GUARDIAN_FEET","set_heart_of_blighted_grove_warrior_guardian_feet","item set/Сердце Осквернённой Чащи/Доспех Хранителя Сердца.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_guardian_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_GUARDIAN_HANDS","set_heart_of_blighted_grove_warrior_guardian_hands","item set/Сердце Осквернённой Чащи/Доспех Хранителя Сердца.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_guardian_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_GUARDIAN_HEAD","set_heart_of_blighted_grove_warrior_guardian_head","item set/Сердце Осквернённой Чащи/Доспех Хранителя Сердца.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_guardian_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_GUARDIAN_LEGS","set_heart_of_blighted_grove_warrior_guardian_legs","item set/Сердце Осквернённой Чащи/Доспех Хранителя Сердца.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_guardian_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_GUARDIAN_SHOULDERS","set_heart_of_blighted_grove_warrior_guardian_shoulders","item set/Сердце Осквернённой Чащи/Доспех Хранителя Сердца.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_guardian_shoulders.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_WARLORD_CHEST","set_heart_of_blighted_grove_warrior_warlord_chest","item set/Сердце Осквернённой Чащи/Регалии Багрового Полководца.png","2 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_warlord_chest.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_WARLORD_FEET","set_heart_of_blighted_grove_warrior_warlord_feet","item set/Сердце Осквернённой Чащи/Регалии Багрового Полководца.png","5 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_warlord_feet.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_WARLORD_HANDS","set_heart_of_blighted_grove_warrior_warlord_hands","item set/Сердце Осквернённой Чащи/Регалии Багрового Полководца.png","3 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_warlord_hands.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_WARLORD_HEAD","set_heart_of_blighted_grove_warrior_warlord_head","item set/Сердце Осквернённой Чащи/Регалии Багрового Полководца.png","0 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_warlord_head.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_WARLORD_LEGS","set_heart_of_blighted_grove_warrior_warlord_legs","item set/Сердце Осквернённой Чащи/Регалии Багрового Полководца.png","4 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_warlord_legs.webp"
"Item","SET_HEART_OF_BLIGHTED_GROVE_WARRIOR_WARLORD_SHOULDERS","set_heart_of_blighted_grove_warrior_warlord_shoulders","item set/Сердце Осквернённой Чащи/Регалии Багрового Полководца.png","1 (3x2)","web/elyndor-web/src/assets/items/sets/set_heart_of_blighted_grove_warrior_warlord_shoulders.webp"
